year,reg,sex,x,mx
2005,1180,F,80,0.100865
2005,1180,F,85,0.21188
2005,1188,M,0,0.010007
2005,1188,M,1,0.000986
2005,1188,M,5,0.000494
2005,1188,M,10,0.000588
2005,1188,M,15,0.001731
2005,1188,M,20,0.004585
2005,1188,M,25,0.007669
2005,1188,M,30,0.010529
2005,1188,M,35,0.012855
2005,1188,M,40,0.018788
2005,1188,M,45,0.022359
2005,1188,M,50,0.031341
2005,1188,M,55,0.03495
2005,1188,M,60,0.050422
2005,1188,M,65,0.063968
2005,1188,M,70,0.094845
2005,1188,M,75,0.120938
2005,1188,M,80,0.163073
2005,1188,M,85,0.249642
2005,1188,F,0,0.009131
2005,1188,F,1,0.000897
2005,1188,F,5,0.000249
2005,1188,F,10,0.00042
2005,1188,F,15,0.000697
2005,1188,F,20,0.001247
2005,1188,F,25,0.0017
2005,1188,F,30,0.001903
2005,1188,F,35,0.002958
2005,1188,F,40,0.003804
2005,1188,F,45,0.005264
2005,1188,F,50,0.009024
2005,1188,F,55,0.014354
2005,1188,F,60,0.020104
2005,1188,F,65,0.028059
2005,1188,F,70,0.044607
2005,1188,F,75,0.072129
2005,1188,F,80,0.113876
2005,1188,F,85,0.21849
2005,1189,M,0,0.00748
2005,1189,M,1,0.000682
2005,1189,M,5,0.000594
2005,1189,M,10,0.00056
2005,1189,M,15,0.00117
2005,1189,M,20,0.003371
2005,1189,M,25,0.004328
2005,1189,M,30,0.005982
2005,1189,M,35,0.008879
2005,1189,M,40,0.013891
2005,1189,M,45,0.018145
2005,1189,M,50,0.025145
2005,1189,M,55,0.034072
2005,1189,M,60,0.048726
2005,1189,M,65,0.062085
2005,1189,M,70,0.091985
2005,1189,M,75,0.119892
2005,1189,M,80,0.155079
2005,1189,M,85,0.232197
2005,1189,F,0,0.010772
2005,1189,F,1,0.000289
2005,1189,F,5,0.000224
2005,1189,F,10,0.000082
2005,1189,F,15,0.000609
2005,1189,F,20,0.000789
2005,1189,F,25,0.000887
2005,1189,F,30,0.001239
2005,1189,F,35,0.001843
2005,1189,F,40,0.002626
2005,1189,F,45,0.003854
2005,1189,F,50,0.00633
2005,1189,F,55,0.010162
2005,1189,F,60,0.014545
2005,1189,F,65,0.023279
2005,1189,F,70,0.040121
2005,1189,F,75,0.067468
2005,1189,F,80,0.113333
2005,1189,F,85,0.213396
2005,1192,M,0,0.008753
2005,1192,M,1,0.000714
2005,1192,M,5,0.000441
2005,1192,M,10,0.000263
2005,1192,M,15,0.001237
2005,1192,M,20,0.003038
2005,1192,M,25,0.006051
2005,1192,M,30,0.006726
2005,1192,M,35,0.008799
2005,1192,M,40,0.011885
2005,1192,M,45,0.01684
2005,1192,M,50,0.022197
2005,1192,M,55,0.029772
2005,1192,M,60,0.042229
2005,1192,M,65,0.050888
2005,1192,M,70,0.070564
2005,1192,M,75,0.10032
2005,1192,M,80,0.130412
2005,1192,M,85,0.238494
2005,1192,F,0,0.007224
2005,1192,F,1,0.000541
2005,1192,F,5,0.000252
2005,1192,F,10,0.000186
2005,1192,F,15,0.00036
2005,1192,F,20,0.00091
2005,1192,F,25,0.001157
2005,1192,F,30,0.00148
2005,1192,F,35,0.002091
2005,1192,F,40,0.002926
2005,1192,F,45,0.003982
2005,1192,F,50,0.006206
2005,1192,F,55,0.009395
2005,1192,F,60,0.013139
2005,1192,F,65,0.019697
2005,1192,F,70,0.032898
2005,1192,F,75,0.057868
2005,1192,F,80,0.095313
2005,1192,F,85,0.205036
2005,1194,M,0,0.012742
2005,1194,M,1,0.001019
2005,1194,M,5,0.00052
2005,1194,M,10,0.000619
2005,1194,M,15,0.001815
2005,1194,M,20,0.00465
2005,1194,M,25,0.006924
2005,1194,M,30,0.008653
2005,1194,M,35,0.011681
2005,1194,M,40,0.01633
2005,1194,M,45,0.021081
2005,1194,M,50,0.028429
2005,1194,M,55,0.036084
2005,1194,M,60,0.04963
2005,1194,M,65,0.064116
2005,1194,M,70,0.091587
2005,1194,M,75,0.118074
2005,1194,M,80,0.150223
2005,1194,M,85,0.244623
2005,1194,F,0,0.010255
2005,1194,F,1,0.000585
2005,1194,F,5,0.000217
2005,1194,F,10,0.000194
2005,1194,F,15,0.000629
2005,1194,F,20,0.001083
2005,1194,F,25,0.001178
2005,1194,F,30,0.001932
2005,1194,F,35,0.002912
2005,1194,F,40,0.003754
2005,1194,F,45,0.005118
2005,1194,F,50,0.007722
2005,1194,F,55,0.012998
2005,1194,F,60,0.017933
2005,1194,F,65,0.026218
2005,1194,F,70,0.043385
2005,1194,F,75,0.068581
2005,1194,F,80,0.107806
2005,1194,F,85,0.212821
2005,1197,M,0,0.008968
2005,1197,M,1,0.000638
2005,1197,M,5,0.000411
2005,1197,M,10,0.000563
2005,1197,M,15,0.001488
2005,1197,M,20,0.003038
2005,1197,M,25,0.005388
2005,1197,M,30,0.007355
2005,1197,M,35,0.010158
2005,1197,M,40,0.014822
2005,1197,M,45,0.018005
2005,1197,M,50,0.025271
2005,1197,M,55,0.033725
2005,1197,M,60,0.044375
2005,1197,M,65,0.059272
2005,1197,M,70,0.080998
2005,1197,M,75,0.108393
2005,1197,M,80,0.147707
2005,1197,M,85,0.248014
2005,1197,F,0,0.006589
2005,1197,F,1,0.000331
2005,1197,F,5,0.000295
2005,1197,F,10,0.000227
2005,1197,F,15,0.000745
2005,1197,F,20,0.000849
2005,1197,F,25,0.000972
2005,1197,F,30,0.001852
2005,1197,F,35,0.002086
2005,1197,F,40,0.003326
2005,1197,F,45,0.004795
2005,1197,F,50,0.007071
2005,1197,F,55,0.012841
2005,1197,F,60,0.017372
2005,1197,F,65,0.024694
2005,1197,F,70,0.039174
2005,1197,F,75,0.062384
2005,1197,F,80,0.097356
2005,1197,F,85,0.212827
2005,1157,M,0,0.012699
2005,1157,M,1,0.00087
2005,1157,M,5,0.000523
2005,1157,M,10,0.000613
2005,1157,M,15,0.002023
2005,1157,M,20,0.005594
2005,1157,M,25,0.008307
2005,1157,M,30,0.010232
2005,1157,M,35,0.013182
2005,1157,M,40,0.018101
2005,1157,M,45,0.024966
2005,1157,M,50,0.034241
2005,1157,M,55,0.041437
2005,1157,M,60,0.057203
2005,1157,M,65,0.071584
2005,1157,M,70,0.092514
2005,1157,M,75,0.122028
2005,1157,M,80,0.156135
2005,1157,M,85,0.182119
2005,1157,F,0,0.010008
2005,1157,F,1,0.000788
2005,1157,F,5,0.000314
2005,1157,F,10,0.000412
2005,1157,F,15,0.000871
2005,1157,F,20,0.001282
2005,1157,F,25,0.002339
2005,1157,F,30,0.002764
2005,1157,F,35,0.004065
2005,1157,F,40,0.00548
2005,1157,F,45,0.007956
2005,1157,F,50,0.010958
2005,1157,F,55,0.016075
2005,1157,F,60,0.020536
2005,1157,F,65,0.027682
2005,1157,F,70,0.044453
2005,1157,F,75,0.069444
2005,1157,F,80,0.111396
2005,1157,F,85,0.21582
2005,1133,M,0,0.010117
2005,1133,M,1,0.000855
2005,1133,M,5,0.000498
2005,1133,M,10,0.000625
2005,1133,M,15,0.001701
2005,1133,M,20,0.003615
2005,1133,M,25,0.005434
2005,1133,M,30,0.006618
2005,1133,M,35,0.011327
2005,1133,M,40,0.016525
2005,1133,M,45,0.022925
2005,1133,M,50,0.031297
2005,1133,M,55,0.038497
2005,1133,M,60,0.056247
2005,1133,M,65,0.06938
2005,1133,M,70,0.092268
2005,1133,M,75,0.120066
2005,1133,M,80,0.166109
2005,1133,M,85,0.248898
2005,1133,F,0,0.008765
2005,1133,F,1,0.000533
2005,1133,F,5,0.000415
2005,1133,F,10,0.000457
2005,1133,F,15,0.000839
2005,1133,F,20,0.000911
2005,1133,F,25,0.001489
2005,1133,F,30,0.002129
2005,1133,F,35,0.002512
2005,1133,F,40,0.004463
2005,1133,F,45,0.006162
2005,1133,F,50,0.009327
2005,1133,F,55,0.013864
2005,1133,F,60,0.020291
2005,1133,F,65,0.027675
2005,1133,F,70,0.041646
2005,1133,F,75,0.066714
2005,1133,F,80,0.112381
2005,1133,F,85,0.226255
2005,1122,M,0,0.01495
2005,1122,M,1,0.000774
2005,1122,M,5,0.000568
2005,1122,M,10,0.000484
2005,1122,M,15,0.001743
2005,1122,M,20,0.004066
2005,1122,M,25,0.007366
2005,1122,M,30,0.009393
2005,1122,M,35,0.013246
2005,1122,M,40,0.017236
2005,1122,M,45,0.0238
2005,1122,M,50,0.032956
2005,1122,M,55,0.040191
2005,1122,M,60,0.055313
2005,1122,M,65,0.067761
2005,1122,M,70,0.088843
2005,1122,M,75,0.119387
2005,1122,M,80,0.155429
2005,1122,M,85,0.265894
2005,1122,F,0,0.010363
2005,1122,F,1,0.000725
2005,1122,F,5,0.000357
2005,1122,F,10,0.000286
2005,1122,F,15,0.000619
2005,1122,F,20,0.001012
2005,1122,F,25,0.001925
2005,1122,F,30,0.002688
2005,1122,F,35,0.003464
2005,1122,F,40,0.004467
2005,1122,F,45,0.005994
2005,1122,F,50,0.008712
2005,1122,F,55,0.013263
2005,1122,F,60,0.01748
2005,1122,F,65,0.024743
2005,1122,F,70,0.04114
2005,1122,F,75,0.070099
2005,1122,F,80,0.111821
2005,1122,F,85,0.22139
2005,1153,M,0,0.01459
2005,1153,M,1,0.000852
2005,1153,M,5,0.00044
2005,1153,M,10,0.000513
2005,1153,M,15,0.001834
2005,1153,M,20,0.00466
2005,1153,M,25,0.006302
2005,1153,M,30,0.009072
2005,1153,M,35,0.010581
2005,1153,M,40,0.014078
2005,1153,M,45,0.0177
2005,1153,M,50,0.025138
2005,1153,M,55,0.034696
2005,1153,M,60,0.048879
2005,1153,M,65,0.060963
2005,1153,M,70,0.081104
2005,1153,M,75,0.115252
2005,1153,M,80,0.148245
2005,1153,M,85,0.260553
2005,1153,F,0,0.011275
2005,1153,F,1,0.000612
2005,1153,F,5,0.00034
2005,1153,F,10,0.000308
2005,1153,F,15,0.000694
2005,1153,F,20,0.001144
2005,1153,F,25,0.001869
2005,1153,F,30,0.002323
2005,1153,F,35,0.003094
2005,1153,F,40,0.004284
2005,1153,F,45,0.005085
2005,1153,F,50,0.007478
2005,1153,F,55,0.011954
2005,1153,F,60,0.01871
2005,1153,F,65,0.024388
2005,1153,F,70,0.040945
2005,1153,F,75,0.0682
2005,1153,F,80,0.109067
2005,1153,F,85,0.221468
2005,1156,M,0,0.013559
2005,1156,M,1,0.000774
2005,1156,M,5,0.000517
2005,1156,M,10,0.000579
2005,1156,M,15,0.001418
2005,1156,M,20,0.003197
2005,1156,M,25,0.006738
2005,1156,M,30,0.008148
2005,1156,M,35,0.010685
2005,1156,M,40,0.01414
2005,1156,M,45,0.02056
2005,1156,M,50,0.02569
2005,1156,M,55,0.034988
2005,1156,M,60,0.047857
2005,1156,M,65,0.059087
2005,1156,M,70,0.085481
2005,1156,M,75,0.118153
2005,1156,M,80,0.153735
2005,1156,M,85,0.204307
2005,1156,F,0,0.010804
2005,1156,F,1,0.000548
2005,1156,F,5,0.000289
2005,1156,F,10,0.000307
2005,1156,F,15,0.000586
2005,1156,F,20,0.000922
2005,1156,F,25,0.001192
2005,1156,F,30,0.001559
2005,1156,F,35,0.002732
2005,1156,F,40,0.003018
2005,1156,F,45,0.004732
2005,1156,F,50,0.007169
2005,1156,F,55,0.010363
2005,1156,F,60,0.015363
2005,1156,F,65,0.0224
2005,1156,F,70,0.03849
2005,1156,F,75,0.065311
2005,1156,F,80,0.104441
2005,1156,F,85,0.22389
2005,1136,M,0,0.009462
2005,1136,M,1,0.000688
2005,1136,M,5,0.000366
2005,1136,M,10,0.000413
2005,1136,M,15,0.001731
2005,1136,M,20,0.004113
2005,1136,M,25,0.007164
2005,1136,M,30,0.008275
2005,1136,M,35,0.010453
2005,1136,M,40,0.01388
2005,1136,M,45,0.018507
2005,1136,M,50,0.024585
2005,1136,M,55,0.030735
2005,1136,M,60,0.044021
2005,1136,M,65,0.059788
2005,1136,M,70,0.079437
2005,1136,M,75,0.117456
2005,1136,M,80,0.144795
2005,1136,M,85,0.221286
2005,1136,F,0,0.007297
2005,1136,F,1,0.000495
2005,1136,F,5,0.000222
2005,1136,F,10,0.000342
2005,1136,F,15,0.000771
2005,1136,F,20,0.001201
2005,1136,F,25,0.00151
2005,1136,F,30,0.002103
2005,1136,F,35,0.002575
2005,1136,F,40,0.003673
2005,1136,F,45,0.004682
2005,1136,F,50,0.006882
2005,1136,F,55,0.010132
2005,1136,F,60,0.014858
2005,1136,F,65,0.02325
2005,1136,F,70,0.039545
2005,1136,F,75,0.065727
2005,1136,F,80,0.107964
2005,1136,F,85,0.208378
2005,1163,M,0,0.01025
2005,1163,M,1,0.000701
2005,1163,M,5,0.00046
2005,1163,M,10,0.000421
2005,1163,M,15,0.001316
2005,1163,M,20,0.003377
2005,1163,M,25,0.005569
2005,1163,M,30,0.007993
2005,1163,M,35,0.009708
2005,1163,M,40,0.013082
2005,1163,M,45,0.019067
2005,1163,M,50,0.026792
2005,1163,M,55,0.035249
2005,1163,M,60,0.049761
2005,1163,M,65,0.058465
2005,1163,M,70,0.078216
2005,1163,M,75,0.110838
2005,1163,M,80,0.155447
2005,1163,M,85,0.26311
2005,1163,F,0,0.007921
2005,1163,F,1,0.000614
2005,1163,F,5,0.000274
2005,1163,F,10,0.000287
2005,1163,F,15,0.000614
2005,1163,F,20,0.000898
2005,1163,F,25,0.00166
2005,1163,F,30,0.002072
2005,1163,F,35,0.00255
2005,1163,F,40,0.003755
2005,1163,F,45,0.004974
2005,1163,F,50,0.00773
2005,1163,F,55,0.011047
2005,1163,F,60,0.016756
2005,1163,F,65,0.022858
2005,1163,F,70,0.039711
2005,1163,F,75,0.067226
2005,1163,F,80,0.110367
2005,1163,F,85,0.222669
2005,1173,M,0,0.014597
2005,1173,M,1,0.000962
2005,1173,M,5,0.000563
2005,1173,M,10,0.000532
2005,1173,M,15,0.001546
2005,1173,M,20,0.004048
2005,1173,M,25,0.005763
2005,1173,M,30,0.008506
2005,1173,M,35,0.010865
2005,1173,M,40,0.013392
2005,1173,M,45,0.018661
2005,1173,M,50,0.024608
2005,1173,M,55,0.035596
2005,1173,M,60,0.049675
2005,1173,M,65,0.06246
2005,1173,M,70,0.084668
2005,1173,M,75,0.118941
2005,1173,M,80,0.145969
2005,1173,M,85,0.222227
2005,1173,F,0,0.011247
2005,1173,F,1,0.000953
2005,1173,F,5,0.000333
2005,1173,F,10,0.000182
2005,1173,F,15,0.000401
2005,1173,F,20,0.000978
2005,1173,F,25,0.001639
2005,1173,F,30,0.001982
2005,1173,F,35,0.002985
2005,1173,F,40,0.003393
2005,1173,F,45,0.005114
2005,1173,F,50,0.007089
2005,1173,F,55,0.011169
2005,1173,F,60,0.015136
2005,1173,F,65,0.022911
2005,1173,F,70,0.038774
2005,1173,F,75,0.066314
2005,1173,F,80,0.112806
2005,1173,F,85,0.188471
2005,1137,M,0,0.012595
2005,1137,M,1,0.001549
2005,1137,M,5,0.000676
2005,1137,M,10,0.000596
2005,1137,M,15,0.002373
2005,1137,M,20,0.005235
2005,1137,M,25,0.00812
2005,1137,M,30,0.009545
2005,1137,M,35,0.009746
2005,1137,M,40,0.015131
2005,1137,M,45,0.020039
2005,1137,M,50,0.02783
2005,1137,M,55,0.036357
2005,1137,M,60,0.0522
2005,1137,M,65,0.06153
2005,1137,M,70,0.084952
2005,1137,M,75,0.114223
2005,1137,M,80,0.141566
2005,1137,M,85,0.248927
2005,1137,F,0,0.0119
2005,1137,F,1,0.001113
2005,1137,F,5,0.000606
2005,1137,F,10,0.000327
2005,1137,F,15,0.00098
2005,1137,F,20,0.000909
2005,1137,F,25,0.001808
2005,1137,F,30,0.002113
2005,1137,F,35,0.002191
2005,1137,F,40,0.00361
2005,1137,F,45,0.006178
2005,1137,F,50,0.008287
2005,1137,F,55,0.011997
2005,1137,F,60,0.017771
2005,1137,F,65,0.025748
2005,1137,F,70,0.042001
2005,1137,F,75,0.064143
2005,1137,F,80,0.107235
2005,1137,F,85,0.216728
2005,1165,M,0,0.011917
2005,1165,M,1,0.000795
2005,1165,M,5,0.00046
2005,1165,M,10,0.00045
2005,1165,M,15,0.002118
2005,1165,M,20,0.004591
2005,1165,M,25,0.008018
2005,1165,M,30,0.009031
2005,1165,M,35,0.011073
2005,1165,M,40,0.015515
2005,1165,M,45,0.020363
2005,1165,M,50,0.027377
2005,1165,M,55,0.035533
2005,1165,M,60,0.050205
2005,1165,M,65,0.060227
2005,1165,M,70,0.084694
2005,1165,M,75,0.11214
2005,1165,M,80,0.152897
2005,1165,M,85,0.248414
2005,1165,F,0,0.009023
2005,1165,F,1,0.000843
2005,1165,F,5,0.000264
2005,1165,F,10,0.000245
2005,1165,F,15,0.000809
2005,1165,F,20,0.001226
2005,1165,F,25,0.001973
2005,1165,F,30,0.002217
2005,1165,F,35,0.003023
2005,1165,F,40,0.004499
2005,1165,F,45,0.005561
2005,1165,F,50,0.008312
2005,1165,F,55,0.012336
2005,1165,F,60,0.01766
2005,1165,F,65,0.024204
2005,1165,F,70,0.040974
2005,1165,F,75,0.067791
2005,1165,F,80,0.108825
2005,1165,F,85,0.220914
2005,171,M,0,0.008584
2005,171,M,1,0.00072
2005,171,M,5,0.00055
2005,171,M,10,0.000418
2005,171,M,15,0.001405
2005,171,M,20,0.004159
2005,171,M,25,0.005461
2005,171,M,30,0.0058
2005,171,M,35,0.007643
2005,171,M,40,0.009403
2005,171,M,45,0.012292
2005,171,M,50,0.017723
2005,171,M,55,0.027278
2005,171,M,60,0.040381
2005,171,M,65,0.055392
2005,171,M,70,0.086422
2005,171,M,75,0.110805
2005,171,M,80,0.155966
2005,171,M,85,0.17159
2005,171,F,0,0.006293
2005,171,F,1,0.000492
2005,171,F,5,0.000172
2005,171,F,10,0.000255
2005,171,F,15,0.000582
2005,171,F,20,0.001067
2005,171,F,25,0.001222
2005,171,F,30,0.001423
2005,171,F,35,0.001746
2005,171,F,40,0.002289
2005,171,F,45,0.003708
2005,171,F,50,0.005843
2005,171,F,55,0.008804
2005,171,F,60,0.01493
2005,171,F,65,0.024697
2005,171,F,70,0.041305
2005,171,F,75,0.077371
2005,171,F,80,0.109968
2005,171,F,85,0.206512
2005,271,M,0,0.012036
2005,271,M,1,0.001113
2005,271,M,5,0.000241
2005,271,M,10,0.000643
2005,271,M,15,0.001799
2005,271,M,20,0.004569
2005,271,M,25,0.005787
2005,271,M,30,0.005589
2005,271,M,35,0.00637
2005,271,M,40,0.009537
2005,271,M,45,0.013453
2005,271,M,50,0.016916
2005,271,M,55,0.022048
2005,271,M,60,0.037187
2005,271,M,65,0.048708
2005,271,M,70,0.081749
2005,271,M,75,0.130298
2005,271,M,80,0.122797
2005,271,M,85,0.4207
2005,271,F,0,0.010493
2005,271,F,1,0.000527
2005,271,F,5,0.000305
2005,271,F,10,0.00022
2005,271,F,15,0.000464
2005,271,F,20,0.00118
2005,271,F,25,0.001092
2005,271,F,30,0.001118
2005,271,F,35,0.001744
2005,271,F,40,0.002252
2005,271,F,45,0.003749
2005,271,F,50,0.004847
2005,271,F,55,0.009448
2005,271,F,60,0.014693
2005,271,F,65,0.023513
2005,271,F,70,0.043803
2005,271,F,75,0.088189
2005,271,F,80,0.093376
2005,271,F,85,0.210811
2005,1175,M,0,0.012556
2005,1175,M,1,0.000839
2005,1175,M,5,0.000557
2005,1175,M,10,0.000626
2005,1175,M,15,0.001706
2005,1175,M,20,0.004172
2005,1175,M,25,0.006793
2005,1175,M,30,0.007938
2005,1175,M,35,0.0106
2005,1175,M,40,0.015976
2005,1175,M,45,0.020358
2005,1175,M,50,0.027851
2005,1175,M,55,0.036156
2005,1175,M,60,0.046368
2005,1175,M,65,0.058804
2005,1175,M,70,0.082818
2005,1175,M,75,0.110148
2005,1175,M,80,0.148393
2005,1175,M,85,0.254246
2005,1175,F,0,0.009061
2005,1175,F,1,0.000743
2005,1175,F,5,0.000336
2005,1175,F,10,0.000269
2005,1175,F,15,0.000732
2005,1175,F,20,0.001259
2005,1175,F,25,0.001695
2005,1175,F,30,0.002535
2005,1175,F,35,0.003252
2005,1175,F,40,0.004687
2005,1175,F,45,0.00599
2005,1175,F,50,0.008967
2005,1175,F,55,0.012154
2005,1175,F,60,0.017002
2005,1175,F,65,0.024726
2005,1175,F,70,0.04094
2005,1175,F,75,0.065803
2005,1175,F,80,0.103668
2005,1175,F,85,0.215334
2005,1184,M,0,0.017327
2005,1184,M,1,0.001438
2005,1184,M,5,0.001333
2005,1184,M,10,0.001232
2005,1184,M,15,0.003199
2005,1184,M,20,0.008105
2005,1184,M,25,0.006856
2005,1184,M,30,0.009045
2005,1184,M,35,0.015563
2005,1184,M,40,0.021031
2005,1184,M,45,0.022412
2005,1184,M,50,0.031168
2005,1184,M,55,0.040962
2005,1184,M,60,0.062458
2005,1184,M,65,0.07521
2005,1184,M,70,0.093821
2005,1184,M,75,0.131258
2005,1184,M,80,0.145234
2005,1184,M,85,0.232756
2005,1184,F,0,0.011749
2005,1184,F,1,0.001156
2005,1184,F,5,0.001063
2005,1184,F,10,0.00066
2005,1184,F,15,0.001805
2005,1184,F,20,0.002215
2005,1184,F,25,0.001918
2005,1184,F,30,0.002485
2005,1184,F,35,0.004499
2005,1184,F,40,0.006463
2005,1184,F,45,0.00842
2005,1184,F,50,0.013119
2005,1184,F,55,0.015041
2005,1184,F,60,0.025728
2005,1184,F,65,0.039413
2005,1184,F,70,0.048855
2005,1184,F,75,0.074152
2005,1184,F,80,0.112731
2005,1184,F,85,0.212042
2005,1181,M,0,0.015984
2005,1181,M,1,0.001199
2005,1181,M,5,0.000489
2005,1181,M,10,0.000928
2005,1181,M,15,0.002553
2005,1181,M,20,0.006409
2005,1181,M,25,0.009463
2005,1181,M,30,0.012289
2005,1181,M,35,0.016189
2005,1181,M,40,0.018473
2005,1181,M,45,0.026049
2005,1181,M,50,0.033376
2005,1181,M,55,0.042182
2005,1181,M,60,0.054683
2005,1181,M,65,0.067975
2005,1181,M,70,0.087624
2005,1181,M,75,0.109925
2005,1181,M,80,0.149123
2005,1181,M,85,0.239778
2005,1181,F,0,0.009859
2005,1181,F,1,0.000798
2005,1181,F,5,0.000519
2005,1181,F,10,0.000367
2005,1181,F,15,0.000975
2005,1181,F,20,0.001708
2005,1181,F,25,0.002463
2005,1181,F,30,0.003529
2005,1181,F,35,0.005421
2005,1181,F,40,0.007016
2005,1181,F,45,0.008712
2005,1181,F,50,0.011723
2005,1181,F,55,0.017223
2005,1181,F,60,0.022536
2005,1181,F,65,0.029143
2005,1181,F,70,0.044092
2005,1181,F,75,0.071325
2005,1181,F,80,0.109072
2005,1181,F,85,0.222315
2005,1193,M,0,0.020875
2005,1193,M,1,0.002332
2005,1193,M,5,0.000794
2005,1193,M,10,0.000656
2005,1193,M,15,0.004109
2005,1193,M,20,0.008244
2005,1193,M,25,0.014285
2005,1193,M,30,0.016781
2005,1193,M,35,0.01907
2005,1193,M,40,0.022895
2005,1193,M,45,0.031174
2005,1193,M,50,0.036883
2005,1193,M,55,0.047647
2005,1193,M,60,0.056266
2005,1193,M,65,0.084924
2005,1193,M,70,0.11289
2005,1193,M,75,0.136749
2005,1193,M,80,0.172758
2005,1193,M,85,0.467597
2005,1193,F,0,0.018023
2005,1193,F,1,0.001132
2005,1193,F,5,0.000652
2005,1193,F,10,0.000916
2005,1193,F,15,0.001557
2005,1193,F,20,0.002902
2005,1193,F,25,0.003997
2005,1193,F,30,0.005857
2005,1193,F,35,0.009931
2005,1193,F,40,0.01287
2005,1193,F,45,0.015829
2005,1193,F,50,0.01895
2005,1193,F,55,0.026149
2005,1193,F,60,0.037781
2005,1193,F,65,0.04241
2005,1193,F,70,0.068793
2005,1193,F,75,0.088164
2005,1193,F,80,0.122839
2005,1193,F,85,0.205974
2005,1195,M,0,0.020113
2005,1195,M,1,0.001166
2005,1195,M,5,0.00065
2005,1195,M,10,0.000757
2005,1195,M,15,0.002463
2005,1195,M,20,0.005513
2005,1195,M,25,0.008847
2005,1195,M,30,0.008893
2005,1195,M,35,0.014145
2005,1195,M,40,0.020399
2005,1195,M,45,0.026045
2005,1195,M,50,0.032532
2005,1195,M,55,0.04075
2005,1195,M,60,0.050144
2005,1195,M,65,0.070324
2005,1195,M,70,0.094273
2005,1195,M,75,0.120163
2005,1195,M,80,0.156708
2005,1195,M,85,0.282421
2005,1195,F,0,0.014907
2005,1195,F,1,0.001052
2005,1195,F,5,0.000536
2005,1195,F,10,0.000174
2005,1195,F,15,0.001068
2005,1195,F,20,0.001451
2005,1195,F,25,0.003462
2005,1195,F,30,0.003294
2005,1195,F,35,0.005914
2005,1195,F,40,0.006542
2005,1195,F,45,0.00952
2005,1195,F,50,0.011441
2005,1195,F,55,0.015235
2005,1195,F,60,0.01911
2005,1195,F,65,0.028951
2005,1195,F,70,0.047796
2005,1195,F,75,0.071436
2005,1195,F,80,0.124073
2005,1195,F,85,0.245367
2005,1101,M,0,0.012697
2005,1101,M,1,0.000822
2005,1101,M,5,0.000411
2005,1101,M,10,0.000651
2005,1101,M,15,0.001964
2005,1101,M,20,0.004865
2005,1101,M,25,0.007256
2005,1101,M,30,0.009772
2005,1101,M,35,0.009922
2005,1101,M,40,0.013869
2005,1101,M,45,0.018448
2005,1101,M,50,0.025555
2005,1101,M,55,0.033598
2005,1101,M,60,0.052236
2005,1101,M,65,0.060869
2005,1101,M,70,0.081761
2005,1101,M,75,0.112482
2005,1101,M,80,0.156687
2005,1101,M,85,0.257549
2005,1101,F,0,0.010676
2005,1101,F,1,0.000667
2005,1101,F,5,0.000442
2005,1101,F,10,0.000356
2005,1101,F,15,0.000876
2005,1101,F,20,0.001169
2005,1101,F,25,0.001718
2005,1101,F,30,0.002317
2005,1101,F,35,0.002909
2005,1101,F,40,0.004349
2005,1101,F,45,0.005706
2005,1101,F,50,0.008152
2005,1101,F,55,0.011998
2005,1101,F,60,0.018262
2005,1101,F,65,0.025266
2005,1101,F,70,0.041562
2005,1101,F,75,0.06636
2005,1101,F,80,0.111651
2005,1101,F,85,0.221373
2005,1176,M,0,0.011173
2005,1176,M,1,0.001227
2005,1176,M,5,0.000898
2005,1176,M,10,0.000807
2005,1176,M,15,0.003285
2005,1176,M,20,0.007523
2005,1176,M,25,0.011081
2005,1176,M,30,0.014474
2005,1176,M,35,0.017691
2005,1176,M,40,0.023267
2005,1176,M,45,0.028721
2005,1176,M,50,0.036945
2005,1176,M,55,0.044614
2005,1176,M,60,0.057856
2005,1176,M,65,0.069667
2005,1176,M,70,0.092348
2005,1176,M,75,0.122499
2005,1176,M,80,0.156323
2005,1176,M,85,0.244945
2005,1176,F,0,0.01008
2005,1176,F,1,0.001138
2005,1176,F,5,0.000508
2005,1176,F,10,0.000489
2005,1176,F,15,0.001201
2005,1176,F,20,0.001816
2005,1176,F,25,0.002588
2005,1176,F,30,0.004435
2005,1176,F,35,0.006018
2005,1176,F,40,0.008064
2005,1176,F,45,0.009978
2005,1176,F,50,0.013429
2005,1176,F,55,0.018408
2005,1176,F,60,0.023834
2005,1176,F,65,0.034073
2005,1176,F,70,0.050054
2005,1176,F,75,0.073052
2005,1176,F,80,0.114555
2005,1176,F,85,0.202949
2005,1104,M,0,0.016201
2005,1104,M,1,0.000805
2005,1104,M,5,0.000467
2005,1104,M,10,0.000473
2005,1104,M,15,0.002003
2005,1104,M,20,0.005128
2005,1104,M,25,0.007865
2005,1104,M,30,0.010133
2005,1104,M,35,0.012253
2005,1104,M,40,0.017225
2005,1104,M,45,0.022326
2005,1104,M,50,0.030018
2005,1104,M,55,0.037822
2005,1104,M,60,0.052473
2005,1104,M,65,0.064138
2005,1104,M,70,0.085836
2005,1104,M,75,0.118367
2005,1104,M,80,0.146981
2005,1104,M,85,0.252727
2005,1104,F,0,0.011714
2005,1104,F,1,0.000753
2005,1104,F,5,0.000266
2005,1104,F,10,0.000263
